sl,date,artist,album,song,word,sentiment
545,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,joy
545,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,positive
545,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,trust
545,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
545,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
547,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
547,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
548,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
548,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
548,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
548,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
548,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
548,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
548,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
548,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
550,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,joy
550,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,positive
550,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,trust
550,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
550,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
553,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
553,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
553,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
553,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
553,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
553,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
553,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
553,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
555,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
555,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
555,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
555,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
555,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
555,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
555,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
555,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
557,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
557,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
557,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
557,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
557,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
557,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
557,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
557,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
567,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
567,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
568,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
568,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
568,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
568,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
568,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
568,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
568,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
568,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
570,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,joy
570,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,positive
570,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,trust
570,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
570,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
574,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
574,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
575,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
575,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
575,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
575,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
575,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
575,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
575,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
575,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
577,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,joy
577,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,positive
577,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),tender,trust
577,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
577,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
580,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),fade,negative
581,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
581,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
582,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
582,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
582,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
582,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
582,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
582,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
582,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
582,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
583,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),baby,joy
583,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),baby,positive
585,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
585,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
585,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
585,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
585,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
585,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
585,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
585,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
586,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),darling,joy
586,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),darling,positive
586,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),darling,trust
589,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,anticipation
589,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,joy
589,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,positive
589,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),pretty,trust
589,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,anticipation
589,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,joy
589,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,positive
589,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),young,surprise
590,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,joy
590,30/11/82,Michael Jackson,thriller,P.Y.T. (Pretty Young Thing),love,positive
592,30/11/82,Michael Jackson,thriller,The Lady In My Life,darkness,anger
592,30/11/82,Michael Jackson,thriller,The Lady In My Life,darkness,fear
592,30/11/82,Michael Jackson,thriller,The Lady In My Life,darkness,negative
592,30/11/82,Michael Jackson,thriller,The Lady In My Life,darkness,sadness
593,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
593,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
593,30/11/82,Michael Jackson,thriller,The Lady In My Life,shine,positive
595,30/11/82,Michael Jackson,thriller,The Lady In My Life,trust,trust
597,30/11/82,Michael Jackson,thriller,The Lady In My Life,time,anticipation
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,treasure,anticipation
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,treasure,joy
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,treasure,positive
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,treasure,trust
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,time,anticipation
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,steal,anger
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,steal,fear
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,steal,negative
599,30/11/82,Michael Jackson,thriller,The Lady In My Life,steal,sadness
602,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill,trust
604,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,joy
604,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,positive
604,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
604,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
605,30/11/82,Michael Jackson,thriller,The Lady In My Life,promise,joy
605,30/11/82,Michael Jackson,thriller,The Lady In My Life,promise,positive
605,30/11/82,Michael Jackson,thriller,The Lady In My Life,promise,trust
606,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,joy
606,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,positive
607,30/11/82,Michael Jackson,thriller,The Lady In My Life,forget,negative
608,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,anticipation
608,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,joy
608,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,positive
608,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,surprise
608,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,trust
608,30/11/82,Michael Jackson,thriller,The Lady In My Life,caress,positive
610,30/11/82,Michael Jackson,thriller,The Lady In My Life,ecstasy,anticipation
610,30/11/82,Michael Jackson,thriller,The Lady In My Life,ecstasy,joy
610,30/11/82,Michael Jackson,thriller,The Lady In My Life,ecstasy,positive
614,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
614,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
616,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,joy
616,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,positive
617,30/11/82,Michael Jackson,thriller,The Lady In My Life,gray,disgust
617,30/11/82,Michael Jackson,thriller,The Lady In My Life,gray,sadness
618,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
618,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
628,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill,trust
628,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
628,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
629,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
629,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
631,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,joy
631,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,positive
632,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,joy
632,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,positive
635,30/11/82,Michael Jackson,thriller,The Lady In My Life,rock,positive
635,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,anticipation
635,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,joy
635,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,positive
635,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,surprise
635,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,trust
635,30/11/82,Michael Jackson,thriller,The Lady In My Life,caress,positive
637,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
637,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
641,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill,trust
641,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
641,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
642,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
642,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
642,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
642,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
644,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,joy
644,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,positive
645,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,joy
645,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,positive
649,30/11/82,Michael Jackson,thriller,The Lady In My Life,rock,positive
649,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,anticipation
649,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,joy
649,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,positive
649,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,surprise
649,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,trust
649,30/11/82,Michael Jackson,thriller,The Lady In My Life,caress,positive
650,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
650,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
650,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,joy
650,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,positive
653,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,joy
653,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,positive
661,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill,trust
661,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
661,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
662,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill,trust
662,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,joy
662,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,positive
665,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,joy
665,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,positive
669,30/11/82,Michael Jackson,thriller,The Lady In My Life,rock,positive
669,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,anticipation
669,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,joy
669,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,positive
669,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,surprise
669,30/11/82,Michael Jackson,thriller,The Lady In My Life,sweet,trust
669,30/11/82,Michael Jackson,thriller,The Lady In My Life,caress,positive
674,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,joy
674,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,positive
677,30/11/82,Michael Jackson,thriller,The Lady In My Life,fill,trust
677,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,joy
677,30/11/82,Michael Jackson,thriller,The Lady In My Life,love,positive
680,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,joy
680,30/11/82,Michael Jackson,thriller,The Lady In My Life,tenderness,positive
681,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,joy
681,30/11/82,Michael Jackson,thriller,The Lady In My Life,baby,positive
685,30/11/82,Michael Jackson,thriller,Carousel,laughing,joy
685,30/11/82,Michael Jackson,thriller,Carousel,laughing,positive
692,30/11/82,Michael Jackson,thriller,Carousel,lost,negative
692,30/11/82,Michael Jackson,thriller,Carousel,lost,sadness
696,30/11/82,Michael Jackson,thriller,Carousel,lost,negative
696,30/11/82,Michael Jackson,thriller,Carousel,lost,sadness
700,30/11/82,Michael Jackson,thriller,Carousel,clown,anticipation
700,30/11/82,Michael Jackson,thriller,Carousel,clown,joy
700,30/11/82,Michael Jackson,thriller,Carousel,clown,positive
700,30/11/82,Michael Jackson,thriller,Carousel,clown,surprise
710,30/11/82,Michael Jackson,thriller,Carousel,lost,negative
710,30/11/82,Michael Jackson,thriller,Carousel,lost,sadness
714,30/11/82,Michael Jackson,thriller,Carousel,lost,negative
714,30/11/82,Michael Jackson,thriller,Carousel,lost,sadness
719,30/11/82,Michael Jackson,thriller,Carousel,love,joy
719,30/11/82,Michael Jackson,thriller,Carousel,love,positive
724,30/11/82,Michael Jackson,thriller,Carousel,lost,negative
724,30/11/82,Michael Jackson,thriller,Carousel,lost,sadness
728,30/11/82,Michael Jackson,thriller,Carousel,lost,negative
728,30/11/82,Michael Jackson,thriller,Carousel,lost,sadness
736,01/06/72,Eagles,The Eagles,Take It Easy,stone,anger
736,01/06/72,Eagles,The Eagles,Take It Easy,stone,negative
737,01/06/72,Eagles,The Eagles,Take It Easy,friend,joy
737,01/06/72,Eagles,The Eagles,Take It Easy,friend,positive
737,01/06/72,Eagles,The Eagles,Take It Easy,friend,trust
739,01/06/72,Eagles,The Eagles,Take It Easy,crazy,anger
739,01/06/72,Eagles,The Eagles,Take It Easy,crazy,fear
739,01/06/72,Eagles,The Eagles,Take It Easy,crazy,negative
739,01/06/72,Eagles,The Eagles,Take It Easy,crazy,sadness
744,01/06/72,Eagles,The Eagles,Take It Easy,standing,positive
747,01/06/72,Eagles,The Eagles,Take It Easy,lord,disgust
747,01/06/72,Eagles,The Eagles,Take It Easy,lord,negative
747,01/06/72,Eagles,The Eagles,Take It Easy,lord,positive
747,01/06/72,Eagles,The Eagles,Take It Easy,lord,trust
750,01/06/72,Eagles,The Eagles,Take It Easy,baby,joy
750,01/06/72,Eagles,The Eagles,Take It Easy,baby,positive
753,01/06/72,Eagles,The Eagles,Take It Easy,sweet,anticipation
753,01/06/72,Eagles,The Eagles,Take It Easy,sweet,joy
753,01/06/72,Eagles,The Eagles,Take It Easy,sweet,positive
753,01/06/72,Eagles,The Eagles,Take It Easy,sweet,surprise
753,01/06/72,Eagles,The Eagles,Take It Easy,sweet,trust
753,01/06/72,Eagles,The Eagles,Take It Easy,love,joy
753,01/06/72,Eagles,The Eagles,Take It Easy,love,positive
754,01/06/72,Eagles,The Eagles,Take It Easy,save,joy
754,01/06/72,Eagles,The Eagles,Take It Easy,save,positive
754,01/06/72,Eagles,The Eagles,Take It Easy,save,trust
755,01/06/72,Eagles,The Eagles,Take It Easy,lose,anger
755,01/06/72,Eagles,The Eagles,Take It Easy,lose,disgust
755,01/06/72,Eagles,The Eagles,Take It Easy,lose,fear
755,01/06/72,Eagles,The Eagles,Take It Easy,lose,negative
755,01/06/72,Eagles,The Eagles,Take It Easy,lose,sadness
755,01/06/72,Eagles,The Eagles,Take It Easy,lose,surprise
762,01/06/72,Eagles,The Eagles,Take It Easy,lover,anticipation
762,01/06/72,Eagles,The Eagles,Take It Easy,lover,joy
762,01/06/72,Eagles,The Eagles,Take It Easy,lover,positive
762,01/06/72,Eagles,The Eagles,Take It Easy,lover,trust
763,01/06/72,Eagles,The Eagles,Take It Easy,cover,trust
766,01/06/72,Eagles,The Eagles,Take It Easy,crazy,anger
766,01/06/72,Eagles,The Eagles,Take It Easy,crazy,fear
766,01/06/72,Eagles,The Eagles,Take It Easy,crazy,negative
766,01/06/72,Eagles,The Eagles,Take It Easy,crazy,sadness
767,01/06/72,Eagles,The Eagles,Take It Easy,baby,joy
767,01/06/72,Eagles,The Eagles,Take It Easy,baby,positive
770,01/06/72,Eagles,The Eagles,Take It Easy,sweet,anticipation
770,01/06/72,Eagles,The Eagles,Take It Easy,sweet,joy
770,01/06/72,Eagles,The Eagles,Take It Easy,sweet,positive
770,01/06/72,Eagles,The Eagles,Take It Easy,sweet,surprise
770,01/06/72,Eagles,The Eagles,Take It Easy,sweet,trust
770,01/06/72,Eagles,The Eagles,Take It Easy,love,joy
770,01/06/72,Eagles,The Eagles,Take It Easy,love,positive
771,01/06/72,Eagles,The Eagles,Take It Easy,save,joy
771,01/06/72,Eagles,The Eagles,Take It Easy,save,positive
771,01/06/72,Eagles,The Eagles,Take It Easy,save,trust
777,01/06/72,Eagles,The Eagles,Witchy Woman,spirit,positive
777,01/06/72,Eagles,The Eagles,Witchy Woman,endless,anger
777,01/06/72,Eagles,The Eagles,Witchy Woman,endless,fear
777,01/06/72,Eagles,The Eagles,Witchy Woman,endless,joy
777,01/06/72,Eagles,The Eagles,Witchy Woman,endless,negative
777,01/06/72,Eagles,The Eagles,Witchy Woman,endless,positive
777,01/06/72,Eagles,The Eagles,Witchy Woman,endless,sadness
777,01/06/72,Eagles,The Eagles,Witchy Woman,endless,trust
784,01/06/72,Eagles,The Eagles,Witchy Woman,crazy,anger
784,01/06/72,Eagles,The Eagles,Witchy Woman,crazy,fear
784,01/06/72,Eagles,The Eagles,Witchy Woman,crazy,negative
784,01/06/72,Eagles,The Eagles,Witchy Woman,crazy,sadness
784,01/06/72,Eagles,The Eagles,Witchy Woman,laughter,anticipation
784,01/06/72,Eagles,The Eagles,Witchy Woman,laughter,joy
784,01/06/72,Eagles,The Eagles,Witchy Woman,laughter,positive
784,01/06/72,Eagles,The Eagles,Witchy Woman,laughter,surprise
785,01/06/72,Eagles,The Eagles,Witchy Woman,madness,anger
785,01/06/72,Eagles,The Eagles,Witchy Woman,madness,fear
785,01/06/72,Eagles,The Eagles,Witchy Woman,madness,negative
790,01/06/72,Eagles,The Eagles,Witchy Woman,lover,anticipation
790,01/06/72,Eagles,The Eagles,Witchy Woman,lover,joy
790,01/06/72,Eagles,The Eagles,Witchy Woman,lover,positive
790,01/06/72,Eagles,The Eagles,Witchy Woman,lover,trust
791,01/06/72,Eagles,The Eagles,Witchy Woman,brother,positive
791,01/06/72,Eagles,The Eagles,Witchy Woman,brother,trust
795,01/06/72,Eagles,The Eagles,Witchy Woman,rock,positive
801,01/06/72,Eagles,The Eagles,Chug All Night,scare,anger
801,01/06/72,Eagles,The Eagles,Chug All Night,scare,anticipation
801,01/06/72,Eagles,The Eagles,Chug All Night,scare,fear
801,01/06/72,Eagles,The Eagles,Chug All Night,scare,negative
801,01/06/72,Eagles,The Eagles,Chug All Night,scare,surprise
805,01/06/72,Eagles,The Eagles,Chug All Night,baby,joy
805,01/06/72,Eagles,The Eagles,Chug All Night,baby,positive
806,01/06/72,Eagles,The Eagles,Chug All Night,sense,positive
807,01/06/72,Eagles,The Eagles,Chug All Night,finally,anticipation
807,01/06/72,Eagles,The Eagles,Chug All Night,finally,disgust
807,01/06/72,Eagles,The Eagles,Chug All Night,finally,joy
807,01/06/72,Eagles,The Eagles,Chug All Night,finally,positive
807,01/06/72,Eagles,The Eagles,Chug All Night,finally,surprise
807,01/06/72,Eagles,The Eagles,Chug All Night,finally,trust
807,01/06/72,Eagles,The Eagles,Chug All Night,convinced,trust
809,01/06/72,Eagles,The Eagles,Chug All Night,hug,joy
809,01/06/72,Eagles,The Eagles,Chug All Night,hug,positive
809,01/06/72,Eagles,The Eagles,Chug All Night,hug,trust
813,01/06/72,Eagles,The Eagles,Chug All Night,die,fear
813,01/06/72,Eagles,The Eagles,Chug All Night,die,negative
813,01/06/72,Eagles,The Eagles,Chug All Night,die,sadness
814,01/06/72,Eagles,The Eagles,Chug All Night,scream,anger
814,01/06/72,Eagles,The Eagles,Chug All Night,scream,disgust
814,01/06/72,Eagles,The Eagles,Chug All Night,scream,fear
814,01/06/72,Eagles,The Eagles,Chug All Night,scream,negative
814,01/06/72,Eagles,The Eagles,Chug All Night,scream,surprise
815,01/06/72,Eagles,The Eagles,Chug All Night,alive,anticipation
815,01/06/72,Eagles,The Eagles,Chug All Night,alive,joy
815,01/06/72,Eagles,The Eagles,Chug All Night,alive,positive
815,01/06/72,Eagles,The Eagles,Chug All Night,alive,trust
816,01/06/72,Eagles,The Eagles,Chug All Night,alive,anticipation
816,01/06/72,Eagles,The Eagles,Chug All Night,alive,joy
816,01/06/72,Eagles,The Eagles,Chug All Night,alive,positive
816,01/06/72,Eagles,The Eagles,Chug All Night,alive,trust
817,01/06/72,Eagles,The Eagles,Chug All Night,baby,joy
817,01/06/72,Eagles,The Eagles,Chug All Night,baby,positive
819,01/06/72,Eagles,The Eagles,Chug All Night,blind,negative
819,01/06/72,Eagles,The Eagles,Chug All Night,black,negative
819,01/06/72,Eagles,The Eagles,Chug All Night,black,sadness
819,01/06/72,Eagles,The Eagles,Chug All Night,blue,sadness
822,01/06/72,Eagles,The Eagles,Chug All Night,hug,joy
822,01/06/72,Eagles,The Eagles,Chug All Night,hug,positive
822,01/06/72,Eagles,The Eagles,Chug All Night,hug,trust
828,01/06/72,Eagles,The Eagles,Chug All Night,devil,anger
828,01/06/72,Eagles,The Eagles,Chug All Night,devil,anticipation
828,01/06/72,Eagles,The Eagles,Chug All Night,devil,disgust
828,01/06/72,Eagles,The Eagles,Chug All Night,devil,fear
828,01/06/72,Eagles,The Eagles,Chug All Night,devil,negative
828,01/06/72,Eagles,The Eagles,Chug All Night,devil,sadness
828,01/06/72,Eagles,The Eagles,Chug All Night,voodoo,negative
829,01/06/72,Eagles,The Eagles,Chug All Night,long,anticipation
829,01/06/72,Eagles,The Eagles,Chug All Night,dark,sadness
829,01/06/72,Eagles,The Eagles,Chug All Night,real,positive
829,01/06/72,Eagles,The Eagles,Chug All Night,real,trust
838,01/06/72,Eagles,The Eagles,Chug All Night,baby,joy
838,01/06/72,Eagles,The Eagles,Chug All Night,baby,positive
841,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,show,trust
844,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,sun,anticipation
844,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,sun,joy
844,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,sun,positive
844,01/06/72,Eagles,The Eagles,Most Of Us Are Sad,sun,surprise
